adm1,year,month,rainfall,date
Kano,2015,5,23.95944613,2015/5/1
Katsina,2015,5,21.88788173,2015/5/1
Delta,2015,5,224.578406,2015/5/1
Enugu,2015,5,200.831213,2015/5/1
Edo,2015,5,177.9964541,2015/5/1
Oyo,2015,5,146.9598318,2015/5/1
Gombe,2015,5,54.78310601,2015/5/1
Rivers,2015,5,247.3001728,2015/5/1
Cross River,2015,5,236.0346992,2015/5/1
Ondo,2015,5,169.5638228,2015/5/1
Abia,2015,5,240.7673404,2015/5/1
Bayelsa,2015,5,262.9872229,2015/5/1
Lagos,2015,5,170.7477099,2015/5/1
Bauchi,2015,5,48.60649289,2015/5/1
Kebbi,2015,5,44.68710631,2015/5/1
Plateau,2015,5,122.717778,2015/5/1
Nasarawa,2015,5,146.4868861,2015/5/1
Ogun,2015,5,141.1124991,2015/5/1
Anambra,2015,5,193.1175629,2015/5/1
Zamfara,2015,5,36.52055084,2015/5/1
Osun,2015,5,158.838872,2015/5/1
Yobe,2015,5,9.751094526,2015/5/1
Benue,2015,5,156.0806399,2015/5/1
Niger,2015,5,127.4720071,2015/5/1
Kogi,2015,5,170.3907967,2015/5/1
Imo,2015,5,230.4711849,2015/5/1
Adamawa,2015,5,103.6894336,2015/5/1
Jigawa,2015,5,6.996851846,2015/5/1
Taraba,2015,5,164.8429524,2015/5/1
Federal Capital Territory,2015,5,154.2172413,2015/5/1
Borno,2015,5,19.81792922,2015/5/1
Kaduna,2015,6,116.1080149,2015/6/1
Kwara,2015,6,110.0484337,2015/6/1
Sokoto,2015,6,60.08643684,2015/6/1
Akwa Ibom,2015,6,289.9807208,2015/6/1
Ebonyi,2015,6,116.7209439,2015/6/1
Ekiti,2015,6,145.2747762,2015/6/1
Kano,2015,6,75.39292627,2015/6/1
Katsina,2015,6,62.19071106,2015/6/1
Delta,2015,6,169.380545,2015/6/1
Enugu,2015,6,99.7469732,2015/6/1
Edo,2015,6,138.8502144,2015/6/1
Oyo,2015,6,116.0869911,2015/6/1
Gombe,2015,6,111.60605,2015/6/1
Rivers,2015,6,286.6130205,2015/6/1
Cross River,2015,6,195.8405248,2015/6/1
Ondo,2015,6,192.9024107,2015/6/1
Abia,2015,6,201.018763,2015/6/1
Bayelsa,2015,6,222.3174645,2015/6/1
Lagos,2015,6,301.6234636,2015/6/1
Bauchi,2015,6,96.48421774,2015/6/1
Kebbi,2015,6,80.75886731,2015/6/1
Plateau,2015,6,101.0128854,2015/6/1
Nasarawa,2015,6,78.52596687,2015/6/1
Ogun,2015,6,207.7873139,2015/6/1
Anambra,2015,6,129.0650156,2015/6/1
Zamfara,2015,6,90.58080445,2015/6/1
Osun,2015,6,178.4565784,2015/6/1
Yobe,2015,6,41.65710174,2015/6/1
Benue,2015,6,77.76718599,2015/6/1
Niger,2015,6,112.3291262,2015/6/1
Kogi,2015,6,103.8868283,2015/6/1
Imo,2015,6,215.2142517,2015/6/1
Adamawa,2015,6,148.0818451,2015/6/1
Jigawa,2015,6,48.58272181,2015/6/1
Taraba,2015,6,150.0429746,2015/6/1
Federal Capital Territory,2015,6,112.5618932,2015/6/1
Borno,2015,6,73.95738394,2015/6/1
Kaduna,2015,7,223.8282382,2015/7/1
Kwara,2015,7,137.1717738,2015/7/1
Sokoto,2015,7,137.8591811,2015/7/1
Akwa Ibom,2015,7,378.1110254,2015/7/1
Ebonyi,2015,7,344.4190683,2015/7/1
Ekiti,2015,7,155.3530918,2015/7/1
Kano,2015,7,200.4228122,2015/7/1
Katsina,2015,7,166.9025041,2015/7/1
Delta,2015,7,232.1430061,2015/7/1
Enugu,2015,7,277.5635492,2015/7/1
Edo,2015,7,180.4274565,2015/7/1
Oyo,2015,7,104.9077066,2015/7/1
Gombe,2015,7,182.4035799,2015/7/1
Rivers,2015,7,265.0713169,2015/7/1
Cross River,2015,7,484.3444581,2015/7/1
Ondo,2015,7,151.4416916,2015/7/1
Abia,2015,7,328.0706875,2015/7/1
Bayelsa,2015,7,258.3242909,2015/7/1
Lagos,2015,7,102.5965645,2015/7/1
Bauchi,2015,7,213.0426235,2015/7/1
Kebbi,2015,7,160.0987647,2015/7/1
Plateau,2015,7,224.1207854,2015/7/1
Nasarawa,2015,7,240.0818644,2015/7/1
Ogun,2015,7,95.64728047,2015/7/1
Anambra,2015,7,277.2485833,2015/7/1
Zamfara,2015,7,173.4689279,2015/7/1
Osun,2015,7,131.3537218,2015/7/1
Yobe,2015,7,123.7371382,2015/7/1
Benue,2015,7,251.2329052,2015/7/1
Niger,2015,7,163.80278,2015/7/1
Kogi,2015,7,191.4574912,2015/7/1
Imo,2015,7,319.8426213,2015/7/1
Adamawa,2015,7,161.2464984,2015/7/1
Jigawa,2015,7,165.1822758,2015/7/1
Taraba,2015,7,275.7555559,2015/7/1
Federal Capital Territory,2015,7,207.4971094,2015/7/1
Borno,2015,7,143.4006729,2015/7/1
Kaduna,2015,8,355.3946625,2015/8/1
Kwara,2015,8,193.4222359,2015/8/1
Sokoto,2015,8,218.661149,2015/8/1
Akwa Ibom,2015,8,319.2722441,2015/8/1
Ebonyi,2015,8,310.1621161,2015/8/1
Ekiti,2015,8,251.4224505,2015/8/1
Kano,2015,8,322.0634295,2015/8/1
Katsina,2015,8,289.6638625,2015/8/1
Delta,2015,8,232.1324598,2015/8/1
Enugu,2015,8,340.1671405,2015/8/1
Edo,2015,8,213.9148545,2015/8/1
Oyo,2015,8,124.4270644,2015/8/1
Gombe,2015,8,302.0167772,2015/8/1
Rivers,2015,8,284.4589611,2015/8/1
Cross River,2015,8,423.3663109,2015/8/1
Ondo,2015,8,210.4899734,2015/8/1
Abia,2015,8,298.8553299,2015/8/1
Bayelsa,2015,8,221.6575323,2015/8/1
Lagos,2015,8,73.44494917,2015/8/1
Bauchi,2015,8,354.0042518,2015/8/1
Kebbi,2015,8,271.0995397,2015/8/1
Plateau,2015,8,329.8739231,2015/8/1
Nasarawa,2015,8,377.182022,2015/8/1
Ogun,2015,8,93.27765992,2015/8/1
Anambra,2015,8,293.9120995,2015/8/1
Zamfara,2015,8,293.151292,2015/8/1
Osun,2015,8,168.2578297,2015/8/1
Yobe,2015,8,248.4678215,2015/8/1
Benue,2015,8,299.1082522,2015/8/1
Niger,2015,8,268.6668805,2015/8/1
Kogi,2015,8,336.2831438,2015/8/1
Imo,2015,8,405.8518152,2015/8/1
Adamawa,2015,8,313.2844151,2015/8/1
Jigawa,2015,8,269.6200044,2015/8/1
Taraba,2015,8,331.3715046,2015/8/1
Federal Capital Territory,2015,8,341.6740473,2015/8/1
Borno,2015,8,264.1849266,2015/8/1
Kaduna,2015,9,242.4560277,2015/9/1
Kwara,2015,9,171.7663146,2015/9/1
Sokoto,2015,9,136.0078894,2015/9/1
Akwa Ibom,2015,9,324.3476267,2015/9/1
Ebonyi,2015,9,236.0795405,2015/9/1
Ekiti,2015,9,242.2547534,2015/9/1
Kano,2015,9,179.0021286,2015/9/1
Katsina,2015,9,137.8103608,2015/9/1
Delta,2015,9,386.5988694,2015/9/1
Enugu,2015,9,223.4527461,2015/9/1
Edo,2015,9,291.1563859,2015/9/1
Oyo,2015,9,147.5322903,2015/9/1
Gombe,2015,9,174.3396382,2015/9/1
Rivers,2015,9,337.6904243,2015/9/1
Cross River,2015,9,335.8150393,2015/9/1
Ondo,2015,9,291.3625661,2015/9/1
Abia,2015,9,311.2283121,2015/9/1
Bayelsa,2015,9,391.0798119,2015/9/1
Lagos,2015,9,182.0638189,2015/9/1
Bauchi,2015,9,188.0700769,2015/9/1
Kebbi,2015,9,153.6500768,2015/9/1
Plateau,2015,9,201.2703739,2015/9/1
Nasarawa,2015,9,215.9857864,2015/9/1
Ogun,2015,9,175.8044049,2015/9/1
Anambra,2015,9,272.0507643,2015/9/1
Zamfara,2015,9,159.0692275,2015/9/1
Osun,2015,9,223.9231483,2015/9/1
Yobe,2015,9,131.4484746,2015/9/1
Benue,2015,9,224.340653,2015/9/1
Niger,2015,9,187.4767896,2015/9/1
Kogi,2015,9,174.465794,2015/9/1
Imo,2015,9,342.1053916,2015/9/1
Adamawa,2015,9,203.7630195,2015/9/1
Jigawa,2015,9,121.98454,2015/9/1
Taraba,2015,9,270.8739031,2015/9/1
Federal Capital Territory,2015,9,179.0862289,2015/9/1
Borno,2015,9,149.4468441,2015/9/1
Kaduna,2015,10,102.1329742,2015/10/1
Kwara,2015,10,117.8056866,2015/10/1
Sokoto,2015,10,13.96172302,2015/10/1
Akwa Ibom,2015,10,367.4911926,2015/10/1
Ebonyi,2015,10,258.5832752,2015/10/1
Ekiti,2015,10,195.4554958,2015/10/1
Kano,2015,10,14.65557254,2015/10/1
Katsina,2015,10,14.97432632,2015/10/1
Delta,2015,10,292.2271446,2015/10/1
Enugu,2015,10,206.0041274,2015/10/1
Edo,2015,10,235.4561668,2015/10/1
Oyo,2015,10,169.0441411,2015/10/1
Gombe,2015,10,59.51336117,2015/10/1
Rivers,2015,10,262.885465,2015/10/1
Cross River,2015,10,379.9630228,2015/10/1
Ondo,2015,10,221.1467419,2015/10/1
Abia,2015,10,247.8183198,2015/10/1
Bayelsa,2015,10,323.1516263,2015/10/1
Lagos,2015,10,233.4245623,2015/10/1
Bauchi,2015,10,21.52492173,2015/10/1
Kebbi,2015,10,57.0877727,2015/10/1
Plateau,2015,10,83.47139216,2015/10/1
Nasarawa,2015,10,137.8478723,2015/10/1
Ogun,2015,10,215.3983492,2015/10/1
Anambra,2015,10,221.0025338,2015/10/1
Zamfara,2015,10,30.52880862,2015/10/1
Osun,2015,10,231.5571886,2015/10/1
Yobe,2015,10,15.96984913,2015/10/1
Benue,2015,10,205.9546649,2015/10/1
Niger,2015,10,117.6424419,2015/10/1
Kogi,2015,10,156.3386574,2015/10/1
Imo,2015,10,246.166069,2015/10/1
Adamawa,2015,10,124.570665,2015/10/1
Jigawa,2015,10,7.560675981,2015/10/1
Taraba,2015,10,206.1125789,2015/10/1
Federal Capital Territory,2015,10,164.3360577,2015/10/1
Borno,2015,10,36.49284055,2015/10/1
Kaduna,2015,11,2.217416708,2015/11/1
Kwara,2015,11,5.723579602,2015/11/1
Sokoto,2015,11,0.456403564,2015/11/1
Akwa Ibom,2015,11,123.1606181,2015/11/1
Ebonyi,2015,11,25.579666,2015/11/1
Ekiti,2015,11,13.10468039,2015/11/1
Kano,2015,11,0.849660909,2015/11/1
Katsina,2015,11,0.596982941,2015/11/1
Delta,2015,11,64.55722109,2015/11/1
Enugu,2015,11,22.40584268,2015/11/1
Edo,2015,11,23.8203341,2015/11/1
Oyo,2015,11,19.11825812,2015/11/1
Gombe,2015,11,1.597987497,2015/11/1
Rivers,2015,11,122.8404876,2015/11/1
Cross River,2015,11,72.61291861,2015/11/1
Ondo,2015,11,27.3095932,2015/11/1
Abia,2015,11,69.1883417,2015/11/1
Bayelsa,2015,11,145.2430412,2015/11/1
Lagos,2015,11,49.44654214,2015/11/1
Bauchi,2015,11,1.826462108,2015/11/1
Kebbi,2015,11,0.883392529,2015/11/1
Plateau,2015,11,4.381688934,2015/11/1
Nasarawa,2015,11,8.462488597,2015/11/1
Ogun,2015,11,40.25044009,2015/11/1
Anambra,2015,11,31.5452353,2015/11/1
Zamfara,2015,11,0.857001425,2015/11/1
Osun,2015,11,32.10653682,2015/11/1
Yobe,2015,11,0.547807781,2015/11/1
Benue,2015,11,13.41505114,2015/11/1
Niger,2015,11,2.599101384,2015/11/1
Kogi,2015,11,8.657532664,2015/11/1
Imo,2015,11,50.70498319,2015/11/1
Adamawa,2015,11,3.047696175,2015/11/1
Jigawa,2015,11,0.578564599,2015/11/1
Taraba,2015,11,7.140501847,2015/11/1
Federal Capital Territory,2015,11,7.020811478,2015/11/1
Borno,2015,11,0.739840625,2015/11/1
Kaduna,2015,12,0.582690829,2015/12/1
Kwara,2015,12,3.103157409,2015/12/1
Sokoto,2015,12,0.021547063,2015/12/1
Akwa Ibom,2015,12,4.523166712,2015/12/1
Ebonyi,2015,12,5.689130431,2015/12/1
Ekiti,2015,12,4.864280564,2015/12/1
Kano,2015,12,0.108669953,2015/12/1
Katsina,2015,12,0.075852611,2015/12/1
Delta,2015,12,6.694786404,2015/12/1
Enugu,2015,12,6.025367156,2015/12/1
Edo,2015,12,5.935179318,2015/12/1
Oyo,2015,12,4.261429416,2015/12/1
Gombe,2015,12,0.236919029,2015/12/1
Rivers,2015,12,9.042795769,2015/12/1
Cross River,2015,12,6.246422951,2015/12/1
Ondo,2015,12,5.99156869,2015/12/1
Abia,2015,12,5.423321164,2015/12/1
Bayelsa,2015,12,16.39620641,2015/12/1
Lagos,2015,12,3.972572435,2015/12/1
Bauchi,2015,12,0.352629008,2015/12/1
Kebbi,2015,12,0.170662044,2015/12/1
Plateau,2015,12,1.102007899,2015/12/1
Nasarawa,2015,12,2.423875523,2015/12/1
Ogun,2015,12,4.708867688,2015/12/1
Anambra,2015,12,4.992619646,2015/12/1
Zamfara,2015,12,0.058057797,2015/12/1
Osun,2015,12,4.174653615,2015/12/1
Yobe,2015,12,0.030059776,2015/12/1
Benue,2015,12,5.472005639,2015/12/1
Niger,2015,12,0.974609128,2015/12/1
Kogi,2015,12,5.174151404,2015/12/1
Imo,2015,12,5.832959255,2015/12/1
Adamawa,2015,12,0.770319023,2015/12/1
Jigawa,2015,12,0.037154124,2015/12/1
Taraba,2015,12,2.782175567,2015/12/1
Federal Capital Territory,2015,12,1.790489904,2015/12/1
Borno,2015,12,0.032376199,2015/12/1
Kaduna,2016,1,0.800002274,2016/1/1
Kwara,2016,1,2.820697106,2016/1/1
Sokoto,2016,1,0.00459557,2016/1/1
Akwa Ibom,2016,1,11.3466054,2016/1/1
Ebonyi,2016,1,7.349526194,2016/1/1
Ekiti,2016,1,5.306624508,2016/1/1
Kano,2016,1,0.277766252,2016/1/1
Katsina,2016,1,0.078403167,2016/1/1
Delta,2016,1,10.68487148,2016/1/1
Enugu,2016,1,6.690045615,2016/1/1
Edo,2016,1,6.800032094,2016/1/1
Oyo,2016,1,4.581056768,2016/1/1
Gombe,2016,1,0.198762142,2016/1/1
Rivers,2016,1,18.54587008,2016/1/1
Cross River,2016,1,7.031414659,2016/1/1
Ondo,2016,1,6.733371042,2016/1/1
Abia,2016,1,11.67915664,2016/1/1
Bayelsa,2016,1,14.49854846,2016/1/1
Lagos,2016,1,12.67777205,2016/1/1
Bauchi,2016,1,0.337346738,2016/1/1
Kebbi,2016,1,0.084742436,2016/1/1
Plateau,2016,1,0.831107039,2016/1/1
Nasarawa,2016,1,2.142746069,2016/1/1
Ogun,2016,1,9.379401307,2016/1/1
Anambra,2016,1,7.723211254,2016/1/1
Zamfara,2016,1,0.02812758,2016/1/1
Osun,2016,1,6.595201914,2016/1/1
Yobe,2016,1,0.013703953,2016/1/1
Benue,2016,1,5.044416427,2016/1/1
Niger,2016,1,0.834918306,2016/1/1
Kogi,2016,1,4.01698598,2016/1/1
Imo,2016,1,9.7929935,2016/1/1
Adamawa,2016,1,0.509121926,2016/1/1
Jigawa,2016,1,0.07587809,2016/1/1
Taraba,2016,1,1.950482811,2016/1/1
Federal Capital Territory,2016,1,1.639100505,2016/1/1
Borno,2016,1,0.014582388,2016/1/1
Kaduna,2016,2,1.487768277,2016/2/1
Kwara,2016,2,3.099890249,2016/2/1
Sokoto,2016,2,0.048242294,2016/2/1
Akwa Ibom,2016,2,6.495583809,2016/2/1
Ebonyi,2016,2,6.498752171,2016/2/1
Ekiti,2016,2,5.225519728,2016/2/1
Kano,2016,2,0.626119682,2016/2/1
Katsina,2016,2,0.265200992,2016/2/1
Delta,2016,2,9.451364832,2016/2/1
Enugu,2016,2,5.662161597,2016/2/1
Edo,2016,2,5.145095295,2016/2/1
Oyo,2016,2,4.516459822,2016/2/1
Gombe,2016,2,0.608254464,2016/2/1
Rivers,2016,2,11.00632335,2016/2/1
Cross River,2016,2,7.72040958,2016/2/1
Ondo,2016,2,6.191201707,2016/2/1
Abia,2016,2,9.217995857,2016/2/1
Bayelsa,2016,2,12.20573085,2016/2/1
Lagos,2016,2,6.125258628,2016/2/1
Bauchi,2016,2,0.98592142,2016/2/1
Kebbi,2016,2,0.444502828,2016/2/1
Plateau,2016,2,1.6003779,2016/2/1
Nasarawa,2016,2,2.688632549,2016/2/1
Ogun,2016,2,6.762916153,2016/2/1
Anambra,2016,2,7.068284542,2016/2/1
Zamfara,2016,2,0.375369935,2016/2/1
Osun,2016,2,4.753923583,2016/2/1
Yobe,2016,2,0.049573195,2016/2/1
Benue,2016,2,4.285163033,2016/2/1
Niger,2016,2,1.444811494,2016/2/1
Kogi,2016,2,4.160544738,2016/2/1
Imo,2016,2,9.000920704,2016/2/1
Adamawa,2016,2,0.792516849,2016/2/1
Jigawa,2016,2,0.214964323,2016/2/1
Taraba,2016,2,2.390000858,2016/2/1
Federal Capital Territory,2016,2,2.165599776,2016/2/1
Borno,2016,2,0.062006617,2016/2/1
Kaduna,2016,3,19.29567284,2016/3/1
Kwara,2016,3,62.57297011,2016/3/1
Sokoto,2016,3,0.760329015,2016/3/1
Akwa Ibom,2016,3,215.896738,2016/3/1
Ebonyi,2016,3,130.2678622,2016/3/1
Ekiti,2016,3,132.7338746,2016/3/1
Kano,2016,3,2.664069443,2016/3/1
Katsina,2016,3,2.21328213,2016/3/1
Delta,2016,3,153.3196296,2016/3/1
Enugu,2016,3,83.77761228,2016/3/1
Edo,2016,3,140.1155032,2016/3/1
Oyo,2016,3,92.45343647,2016/3/1
Gombe,2016,3,4.665909943,2016/3/1
Rivers,2016,3,191.5417987,2016/3/1
Cross River,2016,3,198.7747026,2016/3/1
Ondo,2016,3,155.4448226,2016/3/1
Abia,2016,3,169.4212648,2016/3/1
Bayelsa,2016,3,190.5032965,2016/3/1
Lagos,2016,3,108.4612344,2016/3/1
Bauchi,2016,3,6.933544984,2016/3/1
Kebbi,2016,3,3.39670975,2016/3/1
Plateau,2016,3,40.89978275,2016/3/1
Nasarawa,2016,3,71.01842004,2016/3/1
Ogun,2016,3,105.0058901,2016/3/1
Anambra,2016,3,91.14560656,2016/3/1
Zamfara,2016,3,2.570410711,2016/3/1
Osun,2016,3,116.6846764,2016/3/1
Yobe,2016,3,0.381784417,2016/3/1
Benue,2016,3,74.94953882,2016/3/1
Niger,2016,3,19.97165622,2016/3/1
Kogi,2016,3,90.78159096,2016/3/1
Imo,2016,3,132.9792967,2016/3/1
Adamawa,2016,3,18.94234911,2016/3/1
Jigawa,2016,3,0.753528522,2016/3/1
Taraba,2016,3,65.16165086,2016/3/1
Federal Capital Territory,2016,3,63.07356424,2016/3/1
Borno,2016,3,0.730942545,2016/3/1
Kaduna,2016,4,94.77046244,2016/4/1
Kwara,2016,4,92.36616422,2016/4/1
Sokoto,2016,4,6.411323971,2016/4/1
Akwa Ibom,2016,4,174.9175432,2016/4/1
Ebonyi,2016,4,93.24844777,2016/4/1
Ekiti,2016,4,88.77305445,2016/4/1
Kano,2016,4,25.90054948,2016/4/1
Katsina,2016,4,23.0600717,2016/4/1
Delta,2016,4,144.7051324,2016/4/1
Enugu,2016,4,84.90356451,2016/4/1
Edo,2016,4,116.9282713,2016/4/1
Oyo,2016,4,102.5143446,2016/4/1
Gombe,2016,4,35.73617177,2016/4/1
Rivers,2016,4,156.9093239,2016/4/1
Cross River,2016,4,132.3569301,2016/4/1
Ondo,2016,4,115.6658313,2016/4/1
Abia,2016,4,131.2867213,2016/4/1
Bayelsa,2016,4,174.9786691,2016/4/1
Lagos,2016,4,106.2562339,2016/4/1
Bauchi,2016,4,40.90644153,2016/4/1
Kebbi,2016,4,33.91166587,2016/4/1
Plateau,2016,4,92.40867481,2016/4/1
Nasarawa,2016,4,80.12957832,2016/4/1
Ogun,2016,4,103.7077589,2016/4/1
Anambra,2016,4,96.19736886,2016/4/1
Zamfara,2016,4,30.05377308,2016/4/1
Osun,2016,4,95.91862898,2016/4/1
Yobe,2016,4,4.682459004,2016/4/1
Benue,2016,4,74.83639639,2016/4/1
Niger,2016,4,73.46363853,2016/4/1
Kogi,2016,4,71.73033942,2016/4/1
Imo,2016,4,122.5647955,2016/4/1
Adamawa,2016,4,63.50198628,2016/4/1
Jigawa,2016,4,4.75124712,2016/4/1
Taraba,2016,4,99.19175358,2016/4/1
Federal Capital Territory,2016,4,66.63774288,2016/4/1
Borno,2016,4,12.17934308,2016/4/1
Kaduna,2016,5,156.5096562,2016/5/1
Kwara,2016,5,134.9859113,2016/5/1
Sokoto,2016,5,49.80909967,2016/5/1
Akwa Ibom,2016,5,248.1308999,2016/5/1
Ebonyi,2016,5,186.1514382,2016/5/1
Ekiti,2016,5,131.5347178,2016/5/1
Kano,2016,5,81.06907314,2016/5/1
Katsina,2016,5,77.27835162,2016/5/1
Delta,2016,5,221.6589272,2016/5/1
Enugu,2016,5,181.4249803,2016/5/1
Edo,2016,5,184.3973858,2016/5/1
Oyo,2016,5,151.2000389,2016/5/1
Gombe,2016,5,81.6698528,2016/5/1
Rivers,2016,5,253.4701964,2016/5/1
Cross River,2016,5,236.1417647,2016/5/1
Ondo,2016,5,173.1077227,2016/5/1
Abia,2016,5,239.3309647,2016/5/1
Bayelsa,2016,5,281.8860763,2016/5/1
Lagos,2016,5,241.9944393,2016/5/1
Bauchi,2016,5,78.97775655,2016/5/1
Kebbi,2016,5,90.49063876,2016/5/1
Plateau,2016,5,122.5737799,2016/5/1
Nasarawa,2016,5,142.8599239,2016/5/1
Ogun,2016,5,203.8984071,2016/5/1
Anambra,2016,5,190.3319294,2016/5/1
Zamfara,2016,5,108.9990989,2016/5/1
Osun,2016,5,150.3560628,2016/5/1
Yobe,2016,5,20.90803921,2016/5/1
Benue,2016,5,146.2340606,2016/5/1
Niger,2016,5,137.6405616,2016/5/1
Kogi,2016,5,154.4477447,2016/5/1
Imo,2016,5,234.2916379,2016/5/1
Adamawa,2016,5,141.3157606,2016/5/1
Jigawa,2016,5,27.82590504,2016/5/1
Taraba,2016,5,174.7567265,2016/5/1
Federal Capital Territory,2016,5,146.5636893,2016/5/1
Borno,2016,5,47.85918734,2016/5/1
Kaduna,2016,6,164.8274166,2016/6/1
Kwara,2016,6,203.0867926,2016/6/1
Sokoto,2016,6,71.54684521,2016/6/1
Akwa Ibom,2016,6,324.1217123,2016/6/1
Ebonyi,2016,6,220.8877159,2016/6/1
Ekiti,2016,6,224.7427263,2016/6/1
Kano,2016,6,138.4179338,2016/6/1
Katsina,2016,6,93.46868455,2016/6/1
Delta,2016,6,277.2964028,2016/6/1
Enugu,2016,6,200.4414127,2016/6/1
Edo,2016,6,195.16061,2016/6/1
Oyo,2016,6,161.3320338,2016/6/1
Gombe,2016,6,110.1225853,2016/6/1
Rivers,2016,6,360.4916091,2016/6/1
Cross River,2016,6,301.5237349,2016/6/1
Ondo,2016,6,220.6621433,2016/6/1
Abia,2016,6,262.584025,2016/6/1
Bayelsa,2016,6,409.5440523,2016/6/1
Lagos,2016,6,294.4551516,2016/6/1
Bauchi,2016,6,130.6094064,2016/6/1
Kebbi,2016,6,129.7932839,2016/6/1
Plateau,2016,6,128.1765939,2016/6/1
Nasarawa,2016,6,162.0861251,2016/6/1
Ogun,2016,6,206.5628348,2016/6/1
Anambra,2016,6,214.1322979,2016/6/1
Zamfara,2016,6,102.4404801,2016/6/1
Osun,2016,6,226.0703382,2016/6/1
Yobe,2016,6,79.89493998,2016/6/1
Benue,2016,6,189.5443872,2016/6/1
Niger,2016,6,197.0767219,2016/6/1
Kogi,2016,6,190.6021485,2016/6/1
Imo,2016,6,282.7600746,2016/6/1
Adamawa,2016,6,168.3463358,2016/6/1
Jigawa,2016,6,117.1173626,2016/6/1
Taraba,2016,6,209.6623438,2016/6/1
Federal Capital Territory,2016,6,149.1059114,2016/6/1
Borno,2016,6,90.89469795,2016/6/1
Kaduna,2016,7,231.8821392,2016/7/1
Kwara,2016,7,227.050543,2016/7/1
Sokoto,2016,7,167.9748524,2016/7/1
Akwa Ibom,2016,7,454.8260826,2016/7/1
Ebonyi,2016,7,322.7122603,2016/7/1
Ekiti,2016,7,202.1354541,2016/7/1
Kano,2016,7,185.7323788,2016/7/1
Katsina,2016,7,186.1560581,2016/7/1
Delta,2016,7,400.0609651,2016/7/1
Enugu,2016,7,322.3710623,2016/7/1
Edo,2016,7,247.5199208,2016/7/1
Oyo,2016,7,161.9403017,2016/7/1
Gombe,2016,7,215.1994167,2016/7/1
Rivers,2016,7,514.0034512,2016/7/1
Cross River,2016,7,379.3870702,2016/7/1
Ondo,2016,7,222.2346903,2016/7/1
Abia,2016,7,372.1899188,2016/7/1
Bayelsa,2016,7,554.6237009,2016/7/1
Lagos,2016,7,111.3886212,2016/7/1
Bauchi,2016,7,226.4677236,2016/7/1
Kebbi,2016,7,160.3138364,2016/7/1
Plateau,2016,7,216.75397,2016/7/1
Nasarawa,2016,7,219.5308501,2016/7/1
Ogun,2016,7,125.737745,2016/7/1
Anambra,2016,7,342.0144331,2016/7/1
Zamfara,2016,7,190.4168085,2016/7/1
Osun,2016,7,175.661333,2016/7/1
Yobe,2016,7,157.3505431,2016/7/1
Benue,2016,7,204.5959306,2016/7/1
Niger,2016,7,192.5507111,2016/7/1
Kogi,2016,7,212.1525537,2016/7/1
Imo,2016,7,397.2057005,2016/7/1
Adamawa,2016,7,243.2075757,2016/7/1
Jigawa,2016,7,148.0413065,2016/7/1
Taraba,2016,7,252.0135635,2016/7/1
Federal Capital Territory,2016,7,222.17973,2016/7/1
Borno,2016,7,200.750799,2016/7/1
Kaduna,2016,8,299.49892,2016/8/1
Kwara,2016,8,154.9708194,2016/8/1
Sokoto,2016,8,168.5613024,2016/8/1
Akwa Ibom,2016,8,440.1272286,2016/8/1
Ebonyi,2016,8,427.8024353,2016/8/1
Ekiti,2016,8,153.4235875,2016/8/1
Kano,2016,8,219.2629327,2016/8/1
Katsina,2016,8,194.7195154,2016/8/1
Delta,2016,8,266.4758234,2016/8/1
Enugu,2016,8,361.7164338,2016/8/1
Edo,2016,8,228.5163495,2016/8/1
Oyo,2016,8,132.0983487,2016/8/1
Gombe,2016,8,270.0481354,2016/8/1
Rivers,2016,8,378.0471329,2016/8/1
Cross River,2016,8,479.7772834,2016/8/1
Ondo,2016,8,192.3498782,2016/8/1
Abia,2016,8,381.9146852,2016/8/1
Bayelsa,2016,8,282.2753592,2016/8/1
Lagos,2016,8,97.77918051,2016/8/1
Bauchi,2016,8,287.771963,2016/8/1
Kebbi,2016,8,211.6861761,2016/8/1
Plateau,2016,8,259.5478543,2016/8/1
Nasarawa,2016,8,318.233646,2016/8/1
Ogun,2016,8,117.6982917,2016/8/1
Anambra,2016,8,331.1336338,2016/8/1
Zamfara,2016,8,213.5745954,2016/8/1
Osun,2016,8,145.2610701,2016/8/1
Yobe,2016,8,210.745787,2016/8/1
Benue,2016,8,275.4967449,2016/8/1
Niger,2016,8,229.0229402,2016/8/1
Kogi,2016,8,252.3308995,2016/8/1
Imo,2016,8,403.535458,2016/8/1
Adamawa,2016,8,258.3668824,2016/8/1
Jigawa,2016,8,192.0210064,2016/8/1
Taraba,2016,8,288.3186215,2016/8/1
Federal Capital Territory,2016,8,320.2958983,2016/8/1
Borno,2016,8,213.449699,2016/8/1
Kaduna,2016,9,239.2252892,2016/9/1
Kwara,2016,9,241.2985754,2016/9/1
Sokoto,2016,9,97.9722776,2016/9/1
Akwa Ibom,2016,9,389.8354621,2016/9/1
Ebonyi,2016,9,273.7718291,2016/9/1
Ekiti,2016,9,259.1573135,2016/9/1
Kano,2016,9,138.8286383,2016/9/1
Katsina,2016,9,99.86920692,2016/9/1
Delta,2016,9,390.8951076,2016/9/1
Enugu,2016,9,240.3128489,2016/9/1
Edo,2016,9,301.472737,2016/9/1
Oyo,2016,9,216.4978774,2016/9/1
Gombe,2016,9,171.6140532,2016/9/1
